# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,Alumineu,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,cornice,curtina_x404,6UZy5OEYgiU2cDd92z2R00,Profile CURTINA X404,Patented CURTINA X404® profile for creating concealed curtain niches with three tracks for installing curtains and sheers. Designed for a harpoon fastening system with bottom membrane insertion.,,alumineu,length 3200 m,white gloss,37.74 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x404?editionuid=195413785364,https://drive.google.com/uc?id=1Zh-kAq7z-BYeT6NMWakb6O32xkk16rei,new,in stock,100,,,7112,1457
,cornice,curtina_x405,QYtmUePthsfmVcpZ7LaHB2,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 3200 m,black matte,45.28 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=684498184424,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405,hRYJaVIahB4Jg-O10ZpbV0,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 3200 m,white matte,45.28 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=371979066194,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405,Rid7eYeaihDEYyuGmwIm10,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2200 m,black matte,31.13 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=370584765214,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405,M7K8jSGug5rmTO1txLm922,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2200 m,white matte,31.13 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=337690171964,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405,9YYv8DXkjKpGTTDe3j99Y3,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2000 m,black matte,28.30 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=693683013204,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405,zRy2mTY3io-ReCRagT1MI2,Profile CURTINA X405,Patented CURTINA X405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2000 m,white matte,28.30 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405?editionuid=565494671354,"https://drive.google.com/uc?id=1FlKyhr1NvR2Q6AdEQId-RKSyO8tYyl2T, https://drive.google.com/uc?id=1jRQIdGfC1vdkHLmqF9_2V-L2wOhjrmh_, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405_m,CkVvKhJbiGhhK2anvHdB33,Profile CURTINA X405 M,Patented CURTINA X405 M® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 3200 m,white matte,84.91 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=781659984744,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405_m,iSRbWSLtitojIsPO0sI9x2,Profile CURTINA X405 M,Patented CURTINA X405 M® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2200 m,white matte,58.96 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=783478043974,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405_m,PIsjk6JZiDyyFLIyu2lyU0,Profile CURTINA X405 M,Patented CURTINA X405 M® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 3200 m,black matte,84.91 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=398952671364,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x405_m,gA28ToLCggK3W8YPSsFkT1,Profile CURTINA X405 M,Patented CURTINA X405 M® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in stretch ceilings with a harpoon system. Integrated lighting.,,alumineu,length 2200 m,black matte,58.96 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x405-m?editionuid=809068533744,"https://drive.google.com/uc?id=1LQhswd_FvnqBvncalibfpuzfZdqy4k4t, https://drive.google.com/uc?id=1BLHL-F_FcDCa7aDVwNmZcwpngT4kGP4j, https://drive.google.com/uc?id=1yv9vmtsWTknPryPO-TcIQVhgYhj7URQe",new,in stock,100,,,7112,1457
,cornice,curtina_x406,08Gs75cLiwndvRDfwZZkQ2,Profile CURTINA X406,Patented CURTINA X406® curtain track with two channels for hanging curtains and drapes. Designed for a harpoon fastening system.,,alumineu,length 3200 m,black matte,15.09 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x406?editionuid=540791256714,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,in stock,100,,,7112,1457
,cornice,curtina_x406,vdRmfjJniS9p1gOygMbDs0,Profile CURTINA X406,Patented CURTINA X406® curtain track with two channels for hanging curtains and drapes. Designed for a harpoon fastening system.,,alumineu,length 3200 m,white matte,15.09 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x406?editionuid=411291985764,"https://drive.google.com/uc?id=1h05s95EriS093NPzVfcRf0553QzNiHc6, https://drive.google.com/uc?id=1TbIKFsqgrUJtjNbTZLEucYcNRJDNeTsJ, https://drive.google.com/uc?id=1HW0v2eRGZxTG_PlWuvTV9ChJDBdYj89I, https://drive.google.com/uc?id=1PpsGYfHzM3vLHmC5XwSlDsLOmmj7-WRM, https://drive.google.com/uc?id=1vkZCqLlWHBOt8niWHO31BoRmG9OhtUNl, https://drive.google.com/uc?id=1nASpDUFtBKznbk97D-EkocSBPK-ZyCUt",new,in stock,100,,,7112,1457
,cornice,curtina_x407,gtIKBLtJghv4WzA42yxPP1,Profile CURTINA X407,Patented CURTINA X407® curtain track with a single channel for hanging curtains and drapes. Designed for a harpoon fastening system.,,alumineu,Aluminum,black matte,5.28 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x407?editionuid=327186460894,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,in stock,100,,,7112,1457
,cornice,curtina_x407,cJyPtbDhhRAmihZrojWDn0,Profile CURTINA X407,Patented CURTINA X407® curtain track with a single channel for hanging curtains and drapes. Designed for a harpoon fastening system.,,alumineu,Aluminum,white matte,5.28 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x407?editionuid=903333210334,"https://drive.google.com/uc?id=1bOjo3GILRJr5-VEzrO8xYJ1owUad_Dmq, https://drive.google.com/uc?id=1vpltZ1o_Ab30eQSsjZSNzWVmdo5wi-Rj, https://drive.google.com/uc?id=1fW5B2QLDQybKSWj5cbseJnYLYbEtgPSa, https://drive.google.com/uc?id=1PIwL2wUSEcPCTfdAnRu8t32ZTWGXBMuF, https://drive.google.com/uc?id=1ZGd_mMlUvPkPy6RcYXxFn6mIFsjsF1Mo",new,in stock,100,,,7112,1457
,cornice,curtina_x408,FWceQ5ETivN6fBl0i-tWJ2,Profile CURTINA X408,"Patented CURTINA X408® profile for creating straight curtain niches with integrated lighting, allowing for the later installation of surface-mounted curtain tracks. Designed for a harpoon-type membrane fastening system.",,alumineu,Aluminum,no color,24.76 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x408?editionuid=878271241484,https://drive.google.com/uc?id=1SAiruBfQBhaOlE3Uo89kwjzTMS7sfk4W,new,in stock,100,,,7112,1457
,cornice,curtina_x409,LhsJi728gSt1-qEKriOWU2,Profile CURTINA X409,Patented CURTINA X409® profile for creating straight curtain niches with integrated lighting and the option for later installation of surface-mounted curtain tracks. Designed for a harpoon-type membrane fastening system.,,alumineu,Aluminum,no color,31.84 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x409?editionuid=792558199144,https://drive.google.com/uc?id=1WLU_u1deSGTzd_jh7DtG0pq_itn5rCXT,new,in stock,100,,,7112,1457
,cornice,curtina_x410,JLVFDRdrgtcM9IORQDzXv0,Profile CURTINA X410,Patented CURTINA X410® profile for creating straight curtain niches with integrated lighting and the option for later installation of surface-mounted curtain tracks. Designed for a harpoon-type membrane fastening system.,,alumineu,Aluminum,white matte,28.30 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x410?editionuid=766485856544,https://drive.google.com/uc?id=114zNW95Wgu-EYdEpvW9bZgS4mtqrgLRD,new,in stock,100,,,7112,1457
,cornice,curtina_x411,KmK1hPPBihH4KDyWNRaPo0,Profile CURTINA X411,Patented CURTINA X411® profile for creating straight curtain niches with integrated lighting and the option for later installation of surface-mounted curtain tracks. Designed for a harpoon-type membrane fastening system.,,alumineu,Aluminum,white matte,40.09 EUR,https://alumineu.com/products/harpoon-profiles/cornice/curtina-x411?editionuid=379638214714,https://drive.google.com/uc?id=1buVKaDHlclpLqBkOQyvRc6B7JbcSJwlA,new,in stock,100,,,7112,1457
,contour,contura_x601,uOmKNKiKhPZzh4UNscvrM3,Profile CONTURA X601,Patented CONTURA X601® wall-mounted contour profile for stretch ceilings with a harpoon fastening system. Features an LED tape shelf for downward lighting through the ceiling membrane. The profile perimeter is closed with a wall insert.,,alumineu,Aluminum,no color,1.89 EUR,https://alumineu.com/products/harpoon-profiles/contour/contura-x601?editionuid=271158968594,"https://drive.google.com/uc?id=1Uai6Kvin25Li0RBtQGn85UgwI3PEhKUz, https://drive.google.com/uc?id=1N9x5k0-dddkZMTVGCkmK56924q0woVsP, https://drive.google.com/uc?id=16TtxyoGYPWZtLV8I3uCqjZJCwtZs3nG_",new,in stock,100,,,7112,1457
,two-level,stratos_x701,mCMAr4yQhDaPX-LNJ5RD73,Profile STRATOS X701,Patented STRATOS X701® profile designed for two-level stretch ceilings featuring a harpoon mounting system. Without lighting.,,alumineu,Aluminum,no color,6.60 EUR,https://alumineu.com/products/harpoon-profiles/two-levels/stratos-x701?editionuid=701502639974,"https://drive.google.com/uc?id=11jbAnupZdMQshUJvTlkEuf0s1wApQjCs, https://drive.google.com/uc?id=1pdWmsihIV6-TV-rbSUE1PNca97iAHer-",new,in stock,100,,,7112,1457
,two-level,stratos_x702,A8KXwZGog4GTrG3uTcqe72,Profile STRATOS X702,Patented STRATOS X702® profile for double-level stretch ceilings with a harpoon fastening system. Features an LED tape shelf and protective cover.,,alumineu,Aluminum,no color,6.60 EUR,https://alumineu.com/products/harpoon-profiles/two-levels/stratos-x702?editionuid=629106179164,"https://drive.google.com/uc?id=1dfMpbX0zDZxOLGic6aMwT89mhE_CMpvg, https://drive.google.com/uc?id=1jIDeVvkbqCwk5QD8nDN6CQ_-PL1mKNXe",new,in stock,100,,,7112,1457
,two-level,stratos_x703,9DTMhoqug8m-s5umlvoUH2,Profile STRATOS X703,"Patented STRATOS X703® profile for stretch ceilings with a harpoon fastening system. Designed for constructing structures, niches, and bypassing complex walls. Features an LED tape shelf.",,alumineu,Aluminum,no color,4.72 EUR,https://alumineu.com/products/harpoon-profiles/two-levels/stratos-x703?editionuid=837311328234,"https://drive.google.com/uc?id=1QHGL4HPpYp44nBYDsL9TYSWI3tg7uP7T, https://drive.google.com/uc?id=1je9yHqZnhxk_C-CNcrewWBp1DHZahd5l, https://drive.google.com/uc?id=1HwS4t9NsiRawRnOCR2yx-qiqjDqZReds",new,in stock,100,,,7112,1457
,two-level,stratos_x704,5rGDU6PghnaCaAB4hbK363,Profile STRATOS X704,Patented STRATOS X704® profile for stretch ceilings with a harpoon fastening system. Designed for creating structures and niches.,,alumineu,Aluminum,black matte,5.66 EUR,https://alumineu.com/products/harpoon-profiles/two-levels/stratos-x704?editionuid=426177316144,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,in stock,100,,,7112,1457
,two-level,stratos_x704,TTCe8rd4gfNWGALqZZ6XQ1,Profile STRATOS X704,Patented STRATOS X704® profile for stretch ceilings with a harpoon fastening system. Designed for creating structures and niches.,,alumineu,Aluminum,white matte,5.66 EUR,https://alumineu.com/products/harpoon-profiles/two-levels/stratos-x704?editionuid=714004622814,"https://drive.google.com/uc?id=1S_pwcNmdPiJx5XkAkT-wWm8VM0aPeDfh, https://drive.google.com/uc?id=17NTWw1vQ6vaxq0Wj4W9ZFNTc434PcI1B, https://drive.google.com/uc?id=1KikebZM-yKGqkKOUimzpbQ6boO4ufpEd",new,in stock,100,,,7112,1457
,shadow,invisia_x205,lFPD6yXiiis-LJnoPBaa91,Profile INVISIA X205,Patented INVISIA X205® wall spacer profile for stretch ceilings featuring a harpoon mounting system.,,alumineu,Aluminum,black matte,2.83 EUR,https://alumineu.com/tproduct/643081748314-invisia-x205?editionuid=649881887524,"https://drive.google.com/uc?id=18xfKHyviISwnbcQ2kHKrPlI2Mc5pHQqX, https://drive.google.com/uc?id=1UBoYh8ZgDflzTx4uLeHWuq5c3gGZ2AK1, https://drive.google.com/uc?id=1f5tP8WFaO6ygvx8wWFvTCSUbs6e_X0XD",new,in stock,100,,,7112,1457
,profiles,bandura_x801,Ld9AkcuQi0qA19EQUN-hA0,Profile BANDURA X801,Patented BANDURA X801® profile for mounting curved structures. For joining profiles together.,,alumineu,Aluminum,no color,0.75 EUR,https://alumineu.com/products/accessories/profiles/bandura-x801?editionuid=388899646534,"https://drive.google.com/uc?id=1UE3YRgfKOivR2coigGR3YWzk9Ewcjmjw, https://drive.google.com/uc?id=1YHZGSTMqT_Nhv1-jFZXa8MsSL7NCylAv",new,in stock,100,,,7112,1457
,light,lumnova_z008,eSviEBM8guhlvQefni07r1,Profile LUMNOVA Z008,Patented LUMNOVA Z008® profile for creating linear lighting in fabric stretch ceilings.,,alumineu,Aluminum,black matte,18.87 EUR,https://alumineu.com/products/clip-in-profiles/light/lumnova-z008?editionuid=875710172994,https://drive.google.com/uc?id=1qGiUxfgAPuXIkKkV6xLV7mM7yHwhDQRD,new,in stock,100,,,7112,1457
,cornice,tissure_z401,1BcJh8vVg8aapGEcAUDrg1,Profile TISSURE Z401,Patented TISSURE Z401® profile with a single track for hanging curtains and drapes in fabric stretch ceilings.,,alumineu,length 2000 m,white matte,23.58 EUR,https://alumineu.com/products/clip-in-profiles/cornice/tissure-z401?editionuid=566415895794,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,in stock,100,,,7112,1457
,cornice,tissure_z401,hymJQJJTjY-YeQVF1giqT1,Profile TISSURE Z401,Patented TISSURE Z401® profile with a single track for hanging curtains and drapes in fabric stretch ceilings.,,alumineu,length 2000 m,black matte,23.58 EUR,https://alumineu.com/products/clip-in-profiles/cornice/tissure-z401?editionuid=567784715024,https://drive.google.com/uc?id=1JDRh7u_t4rrm2C4ewXjq7pAanXMDjvIx,new,in stock,100,,,7112,1457
,cornice,tissure_z405,ASFuUxWDgOBWCHN5ODymF1,Profile TISSURE Z405,Patented TISSURE Z405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in fabric stretch ceilings. Integrated lighting.,,alumineu,length 3200 m,black matte,66.04 EUR,https://alumineu.com/products/clip-in-profiles/cornice/tissure-z405?editionuid=778975696054,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,in stock,100,,,7112,1457
,cornice,tissure_z405,Zroo3n3djONt0OopEffYs1,Profile TISSURE Z405,Patented TISSURE Z405® profile for creating concealed curtain niches with two tracks for hanging curtains and sheers in fabric stretch ceilings. Integrated lighting.,,alumineu,length 3200 m,white matte,66.04 EUR,https://alumineu.com/products/clip-in-profiles/cornice/tissure-z405?editionuid=667843649034,https://drive.google.com/uc?id=12TPzBBDpvER1Ee7-9P993qxGkLpg4pSa,new,in stock,100,,,7112,1457
,track,voltiva_z501,0WyuTzYWjCQp6Fj0LuztH0,Profile VOLTIVA Z501,Patented VOLTIVA Z501® profile for fabric stretch ceilings. Track lighting can be installed in the VOLTIVA Z501® profile.,,alumineu,Aluminum,black matte,28.30 EUR,https://alumineu.com/products/clip-in-profiles/track/voltiva-z501?editionuid=489540779794,https://drive.google.com/uc?id=1Bw406T2tPlLvLHEKSZHFK_BmPdrrgMoV,new,in stock,100,,,7112,1457
,two-level,unitexa_z701,zSQvbSNEiHa6S1KQEwaCY2,Profile UNITEXA Z701,Patented UNITEXA Z701® profile for creating ceiling niches and lighting fixtures in fabric stretch ceilings.,,alumineu,Aluminum,black matte,12.74 EUR,https://alumineu.com/products/clip-in-profiles/two-level/unitexa-z701?editionuid=261482144794,,new,in stock,100,,,7112,1457
,two-level,unitexa_z701,SQKcK9vigikWY0Agh6ZSX0,Profile UNITEXA Z701,Patented UNITEXA Z701® profile for creating ceiling niches and lighting fixtures in fabric stretch ceilings.,,alumineu,Aluminum,white matte,12.74 EUR,https://alumineu.com/products/clip-in-profiles/two-level/unitexa-z701?editionuid=850212823214,,new,in stock,100,,,7112,1457
,inserts,inserta_y008,5A33vrjxg2INi6FdYvYHV1,Insert INSERTA Y008,"Separating insert for CURTINA X405, STRATOS X701, STRATOS X704 profiles.",,alumineu,Polyvinyl chloride – open,milky,0.47 EUR,https://alumineu.com/products/accessories/inserts/inserta-y008?editionuid=947470277374,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,in stock,100,,,7112,1457
,inserts,inserta_y008,Zm1YLzGFjDyJzl5BQ2AZK2,Insert INSERTA Y008,"Separating insert for CURTINA X405, STRATOS X701, STRATOS X704 profiles.",,alumineu,Polyvinyl chloride – open,black,0.47 EUR,https://alumineu.com/products/accessories/inserts/inserta-y008?editionuid=129340911404,https://drive.google.com/uc?id=1VBfVypSVQdSZAOdNKUfOk6TWz4apJ9-9,new,in stock,100,,,7112,1457
,inserts,inserta_y015,jWf3YVZMj28oz3Vn9Ruwa1,Insert INSERTA Y015,"Light-diffusing insert for LIGHTRA X015, CURTINA X405, STRATOS X702 profiles.",,alumineu,Polyvinyl chloride,milky,0.75 EUR,https://alumineu.com/products/accessories/inserts/inserta-y015?editionuid=802176234914,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,in stock,100,,,7112,1457
,inserts,inserta_y015_f,CWpGaKdlgRQIwS9TWZI6n0,Insert INSERTA Y015 F,Light-diffusing insert for FLOATIA X302 and FLOATIA X303 profiles.,,alumineu,Polyvinyl chloride,milky,1.42 EUR,https://alumineu.com/products/accessories/inserts/inserta-y015-f?editionuid=669152941234,https://drive.google.com/uc?id=1ASsbKkOhxsqvuRhQTlkuEnQFv_1geFz2,new,in stock,100,,,7112,1457
,inserts,inserta_y030,MP9kMK6mg9LT--ZPdvSbb1,Insert INSERTA Y030,Light-diffusing insert for LIGHTRA X030 profile.,,alumineu,Polyvinyl chloride,milky,1.42 EUR,https://alumineu.com/products/accessories/inserts/inserta-y030?editionuid=862420646924,,new,in stock,100,,,7112,1457
,diffusers,diffusy_y108,I8dRSyr4j1PDRW6-je8T00,Diffuser DIFFUSY Y108,Light-diffusing strip for LUMNOVA Z008 profiles.,,alumineu,Polycarbonate,milky,7.08 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y108?editionuid=723632658304,,new,in stock,100,,,7112,1457
,diffusers,diffusy_y114,SVjKGGnNhIO8Ovbe-z0yF3,Diffuser DIFFUSY Y114,"Light-diffusing screen for LIGHTRA X015, CURTINA X405, STRATOS X702 profiles.",,alumineu,Polycarbonate,milky,1.42 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y114?editionuid=374720388434,https://drive.google.com/uc?id=10kpvKhzUh4pwJTwFLuolfHgmMHF7Cro1,new,in stock,100,,,7112,1457
,diffusers,diffusy_y130,5ET97eXngrRKDRbIJ4YhN2,Diffuser DIFFUSY Y130,Light-diffusing screen for LIGHTRA X030 and LIGHTRA X030 s profiles.,,alumineu,Polycarbonate,milky,1.89 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y130?editionuid=577456007104,,new,in stock,100,,,7112,1457
,diffusers,diffusy_y130,yfcIPkXYi7hGeHi9sRjg51,Diffuser DIFFUSY Y130 B,Light-diffusing screen for LIGHTRA X030 and LIGHTRA X030 s profiles.,,alumineu,Polycarbonate,black,2.36 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y130?editionuid=456293992584,,new,in stock,100,,,7112,1457
,diffusers,diffusy_y134,OKOeFss5i43IMv6ZjYcRM3,Diffuser DIFFUSY Y134,Light-diffusing screen for CURTINA X406 profiles.,,alumineu,Polycarbonate,milky,2.36 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y134?editionuid=110349279104,,new,in stock,100,,,7112,1457
,diffusers,diffusy_y150,Z0jQpgcsgfNvDPq3zycpi1,Diffuser DIFFUSY Y150,Light-diffusing screen for LIGHTRA X050 profiles.,,alumineu,Polycarbonate,milky,2.83 EUR,https://alumineu.com/products/accessories/diffusers/diffusy-y150?editionuid=270682441274,,new,in stock,100,,,7112,1457
,end caps,endcapp_y201,h5ANH4hyhaQ0ahlbaV9nf3,End cap ENDCAPP Y201,End cap for cutting off the light line boundary for LIGHTRA X015 profile.,,alumineu,X015,black gloss,0.94 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y201?editionuid=528211734034,,new,in stock,100,,,7112,1457
,end caps,endcapp_y202,9wJD0JkkglPzVeK5rRpif0,End cap ENDCAPP Y202,End cap for cutting off the light line boundary for LIGHTRA X030 profile.,,alumineu,X030,black gloss,0.94 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y202?editionuid=846471137694,,new,in stock,100,,,7112,1457
,end caps,endcapp_y203,gjxLSmpZiFX6ORefsKjSS1,End cap ENDCAPP Y203,End cap for cutting off the light line boundary for LIGHTRA X050 profile.,,alumineu,X050,black gloss,0.94 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y203?editionuid=202357982334,,new,in stock,100,,,7112,1457
